,ParentClass,ParentName,ParentCategory,Collection,ChildClass,ChildName,ChildCategory
1504,Zone,12,-,Generators,Generator,123_1,NG/CT
1505,Zone,12,-,Generators,Generator,123_4,NG/CT
1506,Zone,12,-,Generators,Generator,123_5,NG/CT
1507,Zone,21,-,Generators,Generator,207_1,NG/CT
1508,Zone,21,-,Generators,Generator,207_2,NG/CT
1509,Zone,22,-,Generators,Generator,213_1,NG/CT
1510,Zone,22,-,Generators,Generator,213_2,NG/CT
1511,Zone,22,-,Generators,Generator,215_4,NG/CT
1512,Zone,22,-,Generators,Generator,215_5,NG/CT
1513,Zone,22,-,Generators,Generator,223_4,NG/CT
1514,Zone,22,-,Generators,Generator,223_5,NG/CT
1515,Zone,22,-,Generators,Generator,223_6,NG/CT
1516,Zone,31,-,Generators,Generator,301_3,NG/CT
1517,Zone,31,-,Generators,Generator,301_4,NG/CT
1518,Zone,31,-,Generators,Generator,302_3,NG/CT
1519,Zone,31,-,Generators,Generator,302_4,NG/CT
1520,Zone,31,-,Generators,Generator,307_1,NG/CT
1521,Zone,31,-,Generators,Generator,307_2,NG/CT
1522,Zone,32,-,Generators,Generator,315_6,NG/CT
1523,Zone,32,-,Generators,Generator,315_7,NG/CT
1524,Zone,32,-,Generators,Generator,315_8,NG/CT
1525,Zone,32,-,Generators,Generator,322_5,NG/CT
1526,Zone,32,-,Generators,Generator,322_6,NG/CT
1527,Zone,12,-,Generators,Generator,121_1,Nuclear
1528,Zone,11,-,Generators,Generator,101_1,Oil/CT
1529,Zone,11,-,Generators,Generator,101_2,Oil/CT
1530,Zone,11,-,Generators,Generator,102_1,Oil/CT
1531,Zone,11,-,Generators,Generator,102_2,Oil/CT
1532,Zone,21,-,Generators,Generator,201_1,Oil/CT
1533,Zone,21,-,Generators,Generator,201_2,Oil/CT
1534,Zone,21,-,Generators,Generator,202_1,Oil/CT
1535,Zone,21,-,Generators,Generator,202_2,Oil/CT
1536,Zone,31,-,Generators,Generator,301_1,Oil/CT
1537,Zone,31,-,Generators,Generator,301_2,Oil/CT
1538,Zone,31,-,Generators,Generator,302_1,Oil/CT
1539,Zone,31,-,Generators,Generator,302_2,Oil/CT
1540,Zone,12,-,Generators,Generator,115_1,Oil/Steam
1541,Zone,12,-,Generators,Generator,115_2,Oil/Steam
1542,Zone,32,-,Generators,Generator,315_1,Oil/Steam
1543,Zone,32,-,Generators,Generator,315_2,Oil/Steam
1544,Zone,32,-,Generators,Generator,315_3,Oil/Steam
1545,Zone,32,-,Generators,Generator,315_4,Oil/Steam
1546,Zone,32,-,Generators,Generator,315_5,Oil/Steam
1547,Zone,11,-,Generators,Generator,101_pv,PV
1548,Zone,11,-,Generators,Generator,101_pv_2,PV
1549,Zone,11,-,Generators,Generator,101_pv_3,PV
1550,Zone,11,-,Generators,Generator,101_pv_4,PV
1551,Zone,11,-,Generators,Generator,102_pv,PV
1552,Zone,11,-,Generators,Generator,102_pv_2,PV
1553,Zone,11,-,Generators,Generator,103_pv,PV
1554,Zone,11,-,Generators,Generator,104_pv,PV
1555,Zone,12,-,Generators,Generator,113_pv,PV
1556,Zone,12,-,Generators,Generator,119_pv,PV
1557,Zone,22,-,Generators,Generator,215_pv,PV
1558,Zone,31,-,Generators,Generator,310_pv,PV
1559,Zone,31,-,Generators,Generator,310_pv_2,PV
1560,Zone,31,-,Generators,Generator,312_pv,PV
1561,Zone,32,-,Generators,Generator,313_pv,PV
1562,Zone,32,-,Generators,Generator,313_pv_2,PV
1563,Zone,32,-,Generators,Generator,314_pv,PV
1564,Zone,32,-,Generators,Generator,314_pv_2,PV
1565,Zone,32,-,Generators,Generator,314_pv_3,PV
1566,Zone,32,-,Generators,Generator,314_pv_4,PV
1567,Zone,32,-,Generators,Generator,319_pv,PV
1568,Zone,32,-,Generators,Generator,320_pv,PV
1569,Zone,32,-,Generators,Generator,324_pv,PV
1570,Zone,32,-,Generators,Generator,324_pv_2,PV
1571,Zone,32,-,Generators,Generator,324_pv_3,PV
1572,Zone,12,-,Generators,Generator,118_rtpv,RTPV
1573,Zone,12,-,Generators,Generator,118_rtpv_10,RTPV
1574,Zone,12,-,Generators,Generator,118_rtpv_2,RTPV
1575,Zone,12,-,Generators,Generator,118_rtpv_3,RTPV
1576,Zone,12,-,Generators,Generator,118_rtpv_4,RTPV
1577,Zone,12,-,Generators,Generator,118_rtpv_5,RTPV
1578,Zone,12,-,Generators,Generator,118_rtpv_6,RTPV
1579,Zone,12,-,Generators,Generator,118_rtpv_7,RTPV
1580,Zone,12,-,Generators,Generator,118_rtpv_8,RTPV
1581,Zone,12,-,Generators,Generator,118_rtpv_9,RTPV
1582,Zone,22,-,Generators,Generator,213_rtpv,RTPV
1583,Zone,31,-,Generators,Generator,308_rtpv,RTPV
1584,Zone,32,-,Generators,Generator,313_rtpv,RTPV
1585,Zone,32,-,Generators,Generator,313_rtpv_10,RTPV
1586,Zone,32,-,Generators,Generator,313_rtpv_11,RTPV
1587,Zone,32,-,Generators,Generator,313_rtpv_12,RTPV
1588,Zone,32,-,Generators,Generator,313_rtpv_13,RTPV
1589,Zone,32,-,Generators,Generator,313_rtpv_2,RTPV
1590,Zone,32,-,Generators,Generator,313_rtpv_3,RTPV
1591,Zone,32,-,Generators,Generator,313_rtpv_4,RTPV
1592,Zone,32,-,Generators,Generator,313_rtpv_5,RTPV
1593,Zone,32,-,Generators,Generator,313_rtpv_6,RTPV
1594,Zone,32,-,Generators,Generator,313_rtpv_7,RTPV
1595,Zone,32,-,Generators,Generator,313_rtpv_8,RTPV
1596,Zone,32,-,Generators,Generator,313_rtpv_9,RTPV
1597,Zone,32,-,Generators,Generator,320_rtpv,RTPV
1598,Zone,32,-,Generators,Generator,320_rtpv_2,RTPV
1599,Zone,32,-,Generators,Generator,320_rtpv_3,RTPV
1600,Zone,32,-,Generators,Generator,320_rtpv_4,RTPV
1601,Zone,32,-,Generators,Generator,320_rtpv_5,RTPV
1602,Zone,32,-,Generators,Generator,320_rtpv_6,RTPV
1603,Zone,12,-,Generators,Generator,122_wind,Wind
1604,Zone,31,-,Generators,Generator,303_wind,Wind
1605,Zone,31,-,Generators,Generator,309_wind,Wind
1606,Zone,32,-,Generators,Generator,317_wind,Wind
1607,Zone,11,-,Emissions,Emission,CO2,-
1608,Zone,11,-,Emissions,Emission,NOX,-
1609,Zone,12,-,Emissions,Emission,CO2,-
1610,Zone,12,-,Emissions,Emission,NOX,-
1611,Zone,21,-,Emissions,Emission,CO2,-
1612,Zone,21,-,Emissions,Emission,NOX,-
1613,Zone,22,-,Emissions,Emission,CO2,-
1614,Zone,22,-,Emissions,Emission,NOX,-
1615,Zone,31,-,Emissions,Emission,CO2,-
1616,Zone,31,-,Emissions,Emission,NOX,-
1617,Zone,32,-,Emissions,Emission,CO2,-
1618,Zone,32,-,Emissions,Emission,NOX,-
1619,Region,1,-,Intraregional Lines,Line,101_102_1,AC_1
1620,Region,1,-,Intraregional Lines,Line,101_103_1,AC_1
1621,Region,1,-,Intraregional Lines,Line,101_105_1,AC_1
1622,Region,1,-,Intraregional Lines,Line,102_104_1,AC_1
1623,Region,1,-,Intraregional Lines,Line,102_106_1,AC_1
1624,Region,1,-,Intraregional Lines,Line,103_109_1,AC_1
1625,Region,1,-,Intraregional Lines,Line,103_124_1,AC_1
1626,Region,1,-,Intraregional Lines,Line,104_109_1,AC_1
1627,Region,1,-,Intraregional Lines,Line,105_110_1,AC_1
1628,Region,1,-,Intraregional Lines,Line,106_110_1,AC_1
1629,Region,1,-,Intraregional Lines,Line,107_108_1,AC_1
1630,Region,1,-,Intraregional Lines,Line,108_109_1,AC_1
1631,Region,1,-,Intraregional Lines,Line,108_110_1,AC_1
1632,Region,1,-,Intraregional Lines,Line,109_111_1,AC_1
1633,Region,1,-,Intraregional Lines,Line,109_112_1,AC_1
1634,Region,1,-,Intraregional Lines,Line,110_111_1,AC_1
1635,Region,1,-,Intraregional Lines,Line,110_112_1,AC_1
1636,Region,1,-,Intraregional Lines,Line,111_113_1,AC_1
1637,Region,1,-,Intraregional Lines,Line,111_114_1,AC_1
1638,Region,1,-,Intraregional Lines,Line,112_113_1,AC_1
1639,Region,1,-,Intraregional Lines,Line,112_123_1,AC_1
1640,Region,1,-,Intraregional Lines,Line,113_123_1,AC_1
1641,Region,1,-,Intraregional Lines,Line,114_116_1,AC_1
1642,Region,1,-,Intraregional Lines,Line,115_116_1,AC_1
1643,Region,1,-,Intraregional Lines,Line,115_121_1,AC_1
1644,Region,1,-,Intraregional Lines,Line,115_121_2,AC_1
1645,Region,1,-,Intraregional Lines,Line,115_124_1,AC_1
1646,Region,1,-,Intraregional Lines,Line,116_117_1,AC_1
1647,Region,1,-,Intraregional Lines,Line,116_119_1,AC_1
1648,Region,1,-,Intraregional Lines,Line,117_118_1,AC_1
1649,Region,1,-,Intraregional Lines,Line,117_122_1,AC_1
1650,Region,1,-,Intraregional Lines,Line,118_121_1,AC_1
1651,Region,1,-,Intraregional Lines,Line,118_121_2,AC_1
1652,Region,1,-,Intraregional Lines,Line,119_120_1,AC_1
1653,Region,1,-,Intraregional Lines,Line,119_120_2,AC_1
1654,Region,1,-,Intraregional Lines,Line,120_123_1,AC_1
1655,Region,1,-,Intraregional Lines,Line,120_123_2,AC_1
1656,Region,1,-,Intraregional Lines,Line,121_122_1,AC_1
1657,Region,2,-,Intraregional Lines,Line,201_202_1,AC_2
1658,Region,2,-,Intraregional Lines,Line,201_203_1,AC_2
1659,Region,2,-,Intraregional Lines,Line,201_205_1,AC_2
1660,Region,2,-,Intraregional Lines,Line,202_204_1,AC_2
1661,Region,2,-,Intraregional Lines,Line,202_206_1,AC_2
1662,Region,2,-,Intraregional Lines,Line,203_209_1,AC_2
1663,Region,2,-,Intraregional Lines,Line,203_224_1,AC_2
1664,Region,2,-,Intraregional Lines,Line,204_209_1,AC_2
1665,Region,2,-,Intraregional Lines,Line,205_210_1,AC_2
1666,Region,2,-,Intraregional Lines,Line,206_210_1,AC_2
1667,Region,2,-,Intraregional Lines,Line,207_208_1,AC_2
1668,Region,2,-,Intraregional Lines,Line,208_209_1,AC_2
1669,Region,2,-,Intraregional Lines,Line,208_210_1,AC_2
1670,Region,2,-,Intraregional Lines,Line,209_211_1,AC_2
1671,Region,2,-,Intraregional Lines,Line,209_212_1,AC_2
1672,Region,2,-,Intraregional Lines,Line,210_211_1,AC_2
1673,Region,2,-,Intraregional Lines,Line,210_212_1,AC_2
1674,Region,2,-,Intraregional Lines,Line,211_213_1,AC_2
1675,Region,2,-,Intraregional Lines,Line,211_214_1,AC_2
1676,Region,2,-,Intraregional Lines,Line,212_213_1,AC_2
1677,Region,2,-,Intraregional Lines,Line,212_223_1,AC_2
1678,Region,2,-,Intraregional Lines,Line,213_223_1,AC_2
1679,Region,2,-,Intraregional Lines,Line,214_216_1,AC_2
1680,Region,2,-,Intraregional Lines,Line,215_216_1,AC_2
1681,Region,2,-,Intraregional Lines,Line,215_221_1,AC_2
1682,Region,2,-,Intraregional Lines,Line,215_221_2,AC_2
1683,Region,2,-,Intraregional Lines,Line,215_224_1,AC_2
1684,Region,2,-,Intraregional Lines,Line,216_217_1,AC_2
1685,Region,2,-,Intraregional Lines,Line,216_219_1,AC_2
1686,Region,2,-,Intraregional Lines,Line,217_218_1,AC_2
1687,Region,2,-,Intraregional Lines,Line,217_222_1,AC_2
1688,Region,2,-,Intraregional Lines,Line,218_221_1,AC_2
1689,Region,2,-,Intraregional Lines,Line,218_221_2,AC_2
1690,Region,2,-,Intraregional Lines,Line,219_220_1,AC_2
1691,Region,2,-,Intraregional Lines,Line,219_220_2,AC_2
1692,Region,2,-,Intraregional Lines,Line,220_223_1,AC_2
1693,Region,2,-,Intraregional Lines,Line,220_223_2,AC_2
1694,Region,2,-,Intraregional Lines,Line,221_222_1,AC_2
1695,Region,3,-,Intraregional Lines,Line,301_302_1,AC_3
1696,Region,3,-,Intraregional Lines,Line,301_303_1,AC_3
1697,Region,3,-,Intraregional Lines,Line,301_305_1,AC_3
1698,Region,3,-,Intraregional Lines,Line,302_304_1,AC_3
1699,Region,3,-,Intraregional Lines,Line,302_306_1,AC_3
1700,Region,3,-,Intraregional Lines,Line,303_309_1,AC_3
1701,Region,3,-,Intraregional Lines,Line,303_324_1,AC_3
1702,Region,3,-,Intraregional Lines,Line,304_309_1,AC_3
1703,Region,3,-,Intraregional Lines,Line,305_310_1,AC_3
1704,Region,3,-,Intraregional Lines,Line,306_310_1,AC_3
1705,Region,3,-,Intraregional Lines,Line,307_308_1,AC_3
1706,Region,3,-,Intraregional Lines,Line,308_309_1,AC_3
1707,Region,3,-,Intraregional Lines,Line,308_310_1,AC_3
1708,Region,3,-,Intraregional Lines,Line,309_311_1,AC_3
1709,Region,3,-,Intraregional Lines,Line,309_312_1,AC_3
1710,Region,3,-,Intraregional Lines,Line,310_311_1,AC_3
1711,Region,3,-,Intraregional Lines,Line,310_312_1,AC_3
1712,Region,3,-,Intraregional Lines,Line,311_313_1,AC_3
1713,Region,3,-,Intraregional Lines,Line,311_314_1,AC_3
1714,Region,3,-,Intraregional Lines,Line,312_313_1,AC_3
1715,Region,3,-,Intraregional Lines,Line,312_323_1,AC_3
1716,Region,3,-,Intraregional Lines,Line,313_323_1,AC_3
1717,Region,3,-,Intraregional Lines,Line,313_326_1,AC_3
1718,Region,3,-,Intraregional Lines,Line,314_316_1,AC_3
1719,Region,3,-,Intraregional Lines,Line,315_316_1,AC_3
1720,Region,3,-,Intraregional Lines,Line,315_321_1,AC_3
1721,Region,3,-,Intraregional Lines,Line,315_321_2,AC_3
1722,Region,3,-,Intraregional Lines,Line,315_324_1,AC_3
1723,Region,3,-,Intraregional Lines,Line,315_327_1,AC_3
1724,Region,3,-,Intraregional Lines,Line,316_317_1,AC_3
1725,Region,3,-,Intraregional Lines,Line,316_319_1,AC_3
1726,Region,3,-,Intraregional Lines,Line,317_318_1,AC_3
1727,Region,3,-,Intraregional Lines,Line,317_322_1,AC_3
1728,Region,3,-,Intraregional Lines,Line,318_321_1,AC_3
1729,Region,3,-,Intraregional Lines,Line,318_321_2,AC_3
1730,Region,3,-,Intraregional Lines,Line,319_320_1,AC_3
1731,Region,3,-,Intraregional Lines,Line,319_320_2,AC_3
1732,Region,3,-,Intraregional Lines,Line,320_323_1,AC_3
1733,Region,3,-,Intraregional Lines,Line,320_323_2,AC_3
1734,Region,3,-,Intraregional Lines,Line,321_322_1,AC_3
1735,Region,3,-,Intraregional Lines,Line,323_325_1,AC_3
1736,Region,1,-,Interregional Lines,Line,107_203_1,Interstate_AC
1737,Region,1,-,Interregional Lines,Line,113_215_1,Interstate_AC
1738,Region,1,-,Interregional Lines,Line,123_217_1,Interstate_AC
1739,Region,3,-,Interregional Lines,Line,318_223_1,Interstate_AC
1740,Region,3,-,Interregional Lines,Line,325_121_1,Interstate_AC
1741,Region,1,-,Interregional Lines,Line,113_316_1,Interstate_DC
1742,Region,2,-,Interregional Lines,Line,107_203_1,Interstate_AC
1743,Region,2,-,Interregional Lines,Line,113_215_1,Interstate_AC
1744,Region,2,-,Interregional Lines,Line,123_217_1,Interstate_AC
1745,Region,2,-,Interregional Lines,Line,318_223_1,Interstate_AC
1746,Region,1,-,Interregional Lines,Line,325_121_1,Interstate_AC
1747,Region,3,-,Interregional Lines,Line,113_316_1,Interstate_DC
1748,Region,1,-,Exporting Lines,Line,107_203_1,Interstate_AC
1749,Region,1,-,Exporting Lines,Line,113_215_1,Interstate_AC
1750,Region,1,-,Exporting Lines,Line,123_217_1,Interstate_AC
1751,Region,3,-,Exporting Lines,Line,318_223_1,Interstate_AC
1752,Region,3,-,Exporting Lines,Line,325_121_1,Interstate_AC
1753,Region,1,-,Exporting Lines,Line,113_316_1,Interstate_DC
1754,Region,2,-,Importing Lines,Line,107_203_1,Interstate_AC
1755,Region,2,-,Importing Lines,Line,113_215_1,Interstate_AC
1756,Region,2,-,Importing Lines,Line,123_217_1,Interstate_AC
1757,Region,2,-,Importing Lines,Line,318_223_1,Interstate_AC
1758,Region,1,-,Importing Lines,Line,325_121_1,Interstate_AC
1759,Region,3,-,Importing Lines,Line,113_316_1,Interstate_DC
1760,Zone,11,-,Intrazonal Lines,Line,101_102_1,AC_1
1761,Zone,11,-,Intrazonal Lines,Line,101_103_1,AC_1
1762,Zone,11,-,Intrazonal Lines,Line,101_105_1,AC_1
1763,Zone,11,-,Intrazonal Lines,Line,102_104_1,AC_1
1764,Zone,11,-,Intrazonal Lines,Line,102_106_1,AC_1
1765,Zone,11,-,Intrazonal Lines,Line,103_109_1,AC_1
1766,Zone,11,-,Intrazonal Lines,Line,104_109_1,AC_1
1767,Zone,11,-,Intrazonal Lines,Line,105_110_1,AC_1
1768,Zone,11,-,Intrazonal Lines,Line,106_110_1,AC_1
1769,Zone,11,-,Intrazonal Lines,Line,107_108_1,AC_1
1770,Zone,11,-,Intrazonal Lines,Line,108_109_1,AC_1
1771,Zone,11,-,Intrazonal Lines,Line,108_110_1,AC_1
1772,Zone,11,-,Intrazonal Lines,Line,109_111_1,AC_1
1773,Zone,11,-,Intrazonal Lines,Line,109_112_1,AC_1
1774,Zone,11,-,Intrazonal Lines,Line,110_111_1,AC_1
1775,Zone,11,-,Intrazonal Lines,Line,110_112_1,AC_1
1776,Zone,12,-,Intrazonal Lines,Line,113_123_1,AC_1
1777,Zone,12,-,Intrazonal Lines,Line,114_116_1,AC_1
1778,Zone,12,-,Intrazonal Lines,Line,115_116_1,AC_1
1779,Zone,12,-,Intrazonal Lines,Line,115_121_1,AC_1
1780,Zone,12,-,Intrazonal Lines,Line,115_121_2,AC_1
1781,Zone,12,-,Intrazonal Lines,Line,115_124_1,AC_1
1782,Zone,12,-,Intrazonal Lines,Line,116_117_1,AC_1
1783,Zone,12,-,Intrazonal Lines,Line,116_119_1,AC_1
1784,Zone,12,-,Intrazonal Lines,Line,117_118_1,AC_1
1785,Zone,12,-,Intrazonal Lines,Line,117_122_1,AC_1
1786,Zone,12,-,Intrazonal Lines,Line,118_121_1,AC_1
1787,Zone,12,-,Intrazonal Lines,Line,118_121_2,AC_1
1788,Zone,12,-,Intrazonal Lines,Line,119_120_1,AC_1
1789,Zone,12,-,Intrazonal Lines,Line,119_120_2,AC_1
1790,Zone,12,-,Intrazonal Lines,Line,120_123_1,AC_1
1791,Zone,12,-,Intrazonal Lines,Line,120_123_2,AC_1
1792,Zone,12,-,Intrazonal Lines,Line,121_122_1,AC_1
1793,Zone,21,-,Intrazonal Lines,Line,201_202_1,AC_2
1794,Zone,21,-,Intrazonal Lines,Line,201_203_1,AC_2
1795,Zone,21,-,Intrazonal Lines,Line,201_205_1,AC_2
1796,Zone,21,-,Intrazonal Lines,Line,202_204_1,AC_2
1797,Zone,21,-,Intrazonal Lines,Line,202_206_1,AC_2
1798,Zone,21,-,Intrazonal Lines,Line,203_209_1,AC_2
1799,Zone,21,-,Intrazonal Lines,Line,204_209_1,AC_2
1800,Zone,21,-,Intrazonal Lines,Line,205_210_1,AC_2
1801,Zone,21,-,Intrazonal Lines,Line,206_210_1,AC_2
1802,Zone,21,-,Intrazonal Lines,Line,207_208_1,AC_2
1803,Zone,21,-,Intrazonal Lines,Line,208_209_1,AC_2
1804,Zone,21,-,Intrazonal Lines,Line,208_210_1,AC_2
1805,Zone,21,-,Intrazonal Lines,Line,209_211_1,AC_2
1806,Zone,21,-,Intrazonal Lines,Line,209_212_1,AC_2
1807,Zone,21,-,Intrazonal Lines,Line,210_211_1,AC_2
1808,Zone,21,-,Intrazonal Lines,Line,210_212_1,AC_2
1809,Zone,22,-,Intrazonal Lines,Line,213_223_1,AC_2
1810,Zone,22,-,Intrazonal Lines,Line,214_216_1,AC_2
1811,Zone,22,-,Intrazonal Lines,Line,215_216_1,AC_2
1812,Zone,22,-,Intrazonal Lines,Line,215_221_1,AC_2
1813,Zone,22,-,Intrazonal Lines,Line,215_221_2,AC_2
1814,Zone,22,-,Intrazonal Lines,Line,215_224_1,AC_2
1815,Zone,22,-,Intrazonal Lines,Line,216_217_1,AC_2
1816,Zone,22,-,Intrazonal Lines,Line,216_219_1,AC_2
1817,Zone,22,-,Intrazonal Lines,Line,217_218_1,AC_2
1818,Zone,22,-,Intrazonal Lines,Line,217_222_1,AC_2
1819,Zone,22,-,Intrazonal Lines,Line,218_221_1,AC_2
1820,Zone,22,-,Intrazonal Lines,Line,218_221_2,AC_2
1821,Zone,22,-,Intrazonal Lines,Line,219_220_1,AC_2
1822,Zone,22,-,Intrazonal Lines,Line,219_220_2,AC_2
1823,Zone,22,-,Intrazonal Lines,Line,220_223_1,AC_2
1824,Zone,22,-,Intrazonal Lines,Line,220_223_2,AC_2
1825,Zone,22,-,Intrazonal Lines,Line,221_222_1,AC_2
1826,Zone,31,-,Intrazonal Lines,Line,301_302_1,AC_3
1827,Zone,31,-,Intrazonal Lines,Line,301_303_1,AC_3
1828,Zone,31,-,Intrazonal Lines,Line,301_305_1,AC_3
1829,Zone,31,-,Intrazonal Lines,Line,302_304_1,AC_3
1830,Zone,31,-,Intrazonal Lines,Line,302_306_1,AC_3
1831,Zone,31,-,Intrazonal Lines,Line,303_309_1,AC_3
1832,Zone,31,-,Intrazonal Lines,Line,304_309_1,AC_3
1833,Zone,31,-,Intrazonal Lines,Line,305_310_1,AC_3
1834,Zone,31,-,Intrazonal Lines,Line,306_310_1,AC_3
1835,Zone,31,-,Intrazonal Lines,Line,307_308_1,AC_3
1836,Zone,31,-,Intrazonal Lines,Line,308_309_1,AC_3
1837,Zone,31,-,Intrazonal Lines,Line,308_310_1,AC_3
1838,Zone,31,-,Intrazonal Lines,Line,309_311_1,AC_3
1839,Zone,31,-,Intrazonal Lines,Line,309_312_1,AC_3
1840,Zone,31,-,Intrazonal Lines,Line,310_311_1,AC_3
1841,Zone,31,-,Intrazonal Lines,Line,310_312_1,AC_3
1842,Zone,32,-,Intrazonal Lines,Line,313_323_1,AC_3
1843,Zone,32,-,Intrazonal Lines,Line,313_326_1,AC_3
1844,Zone,32,-,Intrazonal Lines,Line,314_316_1,AC_3
1845,Zone,32,-,Intrazonal Lines,Line,315_316_1,AC_3
1846,Zone,32,-,Intrazonal Lines,Line,315_321_1,AC_3
1847,Zone,32,-,Intrazonal Lines,Line,315_321_2,AC_3
1848,Zone,32,-,Intrazonal Lines,Line,315_324_1,AC_3
1849,Zone,32,-,Intrazonal Lines,Line,315_327_1,AC_3
1850,Zone,32,-,Intrazonal Lines,Line,316_317_1,AC_3
1851,Zone,32,-,Intrazonal Lines,Line,316_319_1,AC_3
1852,Zone,32,-,Intrazonal Lines,Line,317_318_1,AC_3
1853,Zone,32,-,Intrazonal Lines,Line,317_322_1,AC_3
1854,Zone,32,-,Intrazonal Lines,Line,318_321_1,AC_3
1855,Zone,32,-,Intrazonal Lines,Line,318_321_2,AC_3
1856,Zone,32,-,Intrazonal Lines,Line,319_320_1,AC_3
1857,Zone,32,-,Intrazonal Lines,Line,319_320_2,AC_3
1858,Zone,32,-,Intrazonal Lines,Line,320_323_1,AC_3
1859,Zone,32,-,Intrazonal Lines,Line,320_323_2,AC_3
1860,Zone,32,-,Intrazonal Lines,Line,321_322_1,AC_3
1861,Zone,32,-,Intrazonal Lines,Line,323_325_1,AC_3
1862,Zone,11,-,Interzonal Lines,Line,103_124_1,AC_1
1863,Zone,11,-,Interzonal Lines,Line,111_113_1,AC_1
1864,Zone,11,-,Interzonal Lines,Line,111_114_1,AC_1
1865,Zone,11,-,Interzonal Lines,Line,112_113_1,AC_1
1866,Zone,11,-,Interzonal Lines,Line,112_123_1,AC_1
1867,Zone,21,-,Interzonal Lines,Line,203_224_1,AC_2
1868,Zone,21,-,Interzonal Lines,Line,211_213_1,AC_2
1869,Zone,21,-,Interzonal Lines,Line,211_214_1,AC_2
1870,Zone,21,-,Interzonal Lines,Line,212_213_1,AC_2
1871,Zone,21,-,Interzonal Lines,Line,212_223_1,AC_2
1872,Zone,31,-,Interzonal Lines,Line,303_324_1,AC_3
1873,Zone,31,-,Interzonal Lines,Line,311_313_1,AC_3
1874,Zone,31,-,Interzonal Lines,Line,311_314_1,AC_3
1875,Zone,31,-,Interzonal Lines,Line,312_313_1,AC_3
1876,Zone,31,-,Interzonal Lines,Line,312_323_1,AC_3
1877,Zone,11,-,Interzonal Lines,Line,107_203_1,Interstate_AC
1878,Zone,12,-,Interzonal Lines,Line,113_215_1,Interstate_AC
1879,Zone,12,-,Interzonal Lines,Line,123_217_1,Interstate_AC
1880,Zone,32,-,Interzonal Lines,Line,318_223_1,Interstate_AC
1881,Zone,32,-,Interzonal Lines,Line,325_121_1,Interstate_AC
1882,Zone,12,-,Interzonal Lines,Line,113_316_1,Interstate_DC
1883,Zone,12,-,Interzonal Lines,Line,103_124_1,AC_1
1884,Zone,12,-,Interzonal Lines,Line,111_113_1,AC_1
1885,Zone,12,-,Interzonal Lines,Line,111_114_1,AC_1
1886,Zone,12,-,Interzonal Lines,Line,112_113_1,AC_1
1887,Zone,12,-,Interzonal Lines,Line,112_123_1,AC_1
1888,Zone,22,-,Interzonal Lines,Line,203_224_1,AC_2
1889,Zone,22,-,Interzonal Lines,Line,211_213_1,AC_2
1890,Zone,22,-,Interzonal Lines,Line,211_214_1,AC_2
1891,Zone,22,-,Interzonal Lines,Line,212_213_1,AC_2
1892,Zone,22,-,Interzonal Lines,Line,212_223_1,AC_2
1893,Zone,32,-,Interzonal Lines,Line,303_324_1,AC_3
1894,Zone,32,-,Interzonal Lines,Line,311_313_1,AC_3
1895,Zone,32,-,Interzonal Lines,Line,311_314_1,AC_3
1896,Zone,32,-,Interzonal Lines,Line,312_313_1,AC_3
1897,Zone,32,-,Interzonal Lines,Line,312_323_1,AC_3
1898,Zone,21,-,Interzonal Lines,Line,107_203_1,Interstate_AC
1899,Zone,22,-,Interzonal Lines,Line,113_215_1,Interstate_AC
1900,Zone,22,-,Interzonal Lines,Line,123_217_1,Interstate_AC
1901,Zone,22,-,Interzonal Lines,Line,318_223_1,Interstate_AC
1902,Zone,12,-,Interzonal Lines,Line,325_121_1,Interstate_AC
1903,Zone,32,-,Interzonal Lines,Line,113_316_1,Interstate_DC
1904,Zone,11,-,Exporting Lines,Line,103_124_1,AC_1
1905,Zone,11,-,Exporting Lines,Line,111_113_1,AC_1
1906,Zone,11,-,Exporting Lines,Line,111_114_1,AC_1
1907,Zone,11,-,Exporting Lines,Line,112_113_1,AC_1
1908,Zone,11,-,Exporting Lines,Line,112_123_1,AC_1
1909,Zone,21,-,Exporting Lines,Line,203_224_1,AC_2
1910,Zone,21,-,Exporting Lines,Line,211_213_1,AC_2
1911,Zone,21,-,Exporting Lines,Line,211_214_1,AC_2
1912,Zone,21,-,Exporting Lines,Line,212_213_1,AC_2
1913,Zone,21,-,Exporting Lines,Line,212_223_1,AC_2
1914,Zone,31,-,Exporting Lines,Line,303_324_1,AC_3
1915,Zone,31,-,Exporting Lines,Line,311_313_1,AC_3
1916,Zone,31,-,Exporting Lines,Line,311_314_1,AC_3
1917,Zone,31,-,Exporting Lines,Line,312_313_1,AC_3
1918,Zone,31,-,Exporting Lines,Line,312_323_1,AC_3
1919,Zone,11,-,Exporting Lines,Line,107_203_1,Interstate_AC
1920,Zone,12,-,Exporting Lines,Line,113_215_1,Interstate_AC
1921,Zone,12,-,Exporting Lines,Line,123_217_1,Interstate_AC
1922,Zone,32,-,Exporting Lines,Line,318_223_1,Interstate_AC
1923,Zone,32,-,Exporting Lines,Line,325_121_1,Interstate_AC
1924,Zone,12,-,Exporting Lines,Line,113_316_1,Interstate_DC
1925,Zone,12,-,Importing Lines,Line,103_124_1,AC_1
1926,Zone,12,-,Importing Lines,Line,111_113_1,AC_1
1927,Zone,12,-,Importing Lines,Line,111_114_1,AC_1
